,Marktbereich,PHG,Modeserie,PUG,Zielgruppe,Modell,Modell.1,Farbkarte,Farbe,FS18,FS19,FS20,FS21
450,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,40855.0,Me Moab LS Shirt III,SCHWARZ,phantom black,0,21,0,0
451,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,40856.0,Me Moab Shirt III,GRÜN,chute green,0,1,0,0
452,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,40857.0,Me Ligure Shirt,BLAU,baltic sea,0,284,0,0
453,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,40857.0,Me Ligure Shirt,BLAU,radiate/baltic,0,233,0,0
454,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,40857.0,Me Ligure Shirt,GRÜN,chute green,0,66,0,0
455,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,40857.0,Me Ligure Shirt,GRÜN,petroleum,0,554,2,0
456,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,40857.0,Me Ligure Shirt,ORANGE,paprika,0,678,0,0
457,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,40857.0,Me Ligure Shirt,ROT,dark indian red,0,41,0,0
458,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41246.0,Me Virt LS Shirt,BLAU,radiate blue,0,52,0,0
459,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41246.0,Me Virt LS Shirt,GRÜN,chute green,0,66,0,0
460,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41246.0,Me Virt LS Shirt,ROT,salsa,0,70,0,0
461,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41432.0,Me eMoab Shirt,BLAU,radiate blue,0,454,505,0
462,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41432.0,Me eMoab Shirt,ORANGE,paprika,0,518,178,0
463,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41441.0,Me Moab LS Shirt IV,BLAU,baltic sea,0,397,0,0
464,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41441.0,Me Moab LS Shirt IV,GRÜN,chute green,0,365,99,0
465,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41441.0,Me Moab LS Shirt IV,ROT,salsa,0,393,4,0
466,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41442.0,Me Moab Shirt IV,BLAU,baltic sea,0,678,8,0
467,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41442.0,Me Moab Shirt IV,BLAU,radiate blue,0,320,513,0
468,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41442.0,Me Moab Shirt IV,GRÜN,chute green,0,650,2,0
469,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41442.0,Me Moab Shirt IV,ROT,salsa,0,783,50,0
470,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41702.0,Me Virt LS Shirt II,BLAU,icicle,0,0,57,0
471,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41702.0,Me Virt LS Shirt II,GRÜN,bright green,0,0,7,0
472,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41702.0,Me Virt LS Shirt II,ROT,mars red,0,0,71,0
473,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41790.0,Me LesSeam Shirt,SCHWARZ,black,0,319,110,0
474,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41927.0,Me Virt Shirt,BLAU,eclipse,0,0,307,103
475,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41927.0,Me Virt Shirt,SCHWARZ,black,0,0,378,169
476,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41933.0,Me Moab LS Shirt V,BLAU,eclipse,0,0,390,9
477,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41933.0,Me Moab LS Shirt V,SCHWARZ,black,0,0,355,2
478,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41934.0,Me Altissimo Shirt,BLAU,eclipse,0,0,1350,63
479,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41934.0,Me Altissimo Shirt,BLAU,icicle,0,0,1716,12
480,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41934.0,Me Altissimo Shirt,BLAU,signal blue,0,0,7,1660
481,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41934.0,Me Altissimo Shirt,BLAU,steelblue,0,0,7,620
482,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41934.0,Me Altissimo Shirt,GRÜN,apple green,0,0,244,8
483,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41934.0,Me Altissimo Shirt,GRÜN,avocado,0,0,7,1308
484,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41934.0,Me Altissimo Shirt,ROT,mars red,0,0,7,821
485,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41934.0,Me Altissimo Shirt,SCHWARZ,black,0,0,1050,1
486,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41935.0,Me Moab Shirt V,BLAU,eclipse,0,0,706,6
487,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41935.0,Me Moab Shirt V,GRÜN,apple green,0,0,205,0
488,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41935.0,Me Moab Shirt V,ROT,carmine,0,0,697,1
489,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41935.0,Me Moab Shirt V,SCHWARZ,black,0,0,571,9
490,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41937.0,Me Tremalzo LS Shirt II,BLAU,eclipse,0,0,279,0
491,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41937.0,Me Tremalzo LS Shirt II,BLAU,icicle,0,0,236,0
492,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41938.0,Me Tremalzo Shirt V,BLAU,eclipse,0,0,2184,3
493,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41938.0,Me Tremalzo Shirt V,GRAU,blue gray,0,0,529,1
494,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41938.0,Me Tremalzo Shirt V,GRAU,moonstone,0,0,523,0
495,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41938.0,Me Tremalzo Shirt V,GRÜN,bright green,0,0,802,2
496,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41938.0,Me Tremalzo Shirt V,ROT,mars red,0,7,2351,12
497,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,41938.0,Me Tremalzo Shirt V,SCHWARZ,black,0,0,188,0
498,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42166.0,Me Virt QZip LS T-Shirt,BLAU,steelblue,0,0,0,70
499,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42166.0,Me Virt QZip LS T-Shirt,SCHWARZ,black,0,0,0,100
500,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42166.0,Me Virt QZip LS T-Shirt,SCHWARZ,black/white,0,0,0,159
501,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42347.0,Me Qimsa Wind T-Shirt,BLAU,steelblue,0,0,0,596
502,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42347.0,Me Qimsa Wind T-Shirt,KHAKI,fango,0,0,0,104
503,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42348.0,Me Qimsa T-Shirt,BLAU,signal blue,0,0,0,94
504,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42348.0,Me Qimsa T-Shirt,GRÜN,bright green,0,0,0,92
505,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42348.0,Me Qimsa T-Shirt,SCHWARZ,black,0,0,0,122
506,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42349.0,Me Moab LS T-Shirt VI,GRAU,blue gray,0,0,0,434
507,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42349.0,Me Moab LS T-Shirt VI,GRÜN,avocado,0,0,0,586
508,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42349.0,Me Moab LS T-Shirt VI,ROT,mars red,0,0,0,526
509,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42352.0,Me Moab T-Shirt VI,GRAU,blue gray,0,0,0,870
510,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42352.0,Me Moab T-Shirt VI,GRÜN,avocado,0,0,0,1662
511,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42352.0,Me Moab T-Shirt VI,ROT,mars red,0,0,0,711
512,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42374.0,Me Bracket T-Shirt,BLAU,signal blue,0,0,0,333
513,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42374.0,Me Bracket T-Shirt,BLAU,steelblue,0,0,0,201
514,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42374.0,Me Bracket T-Shirt,ROT,carmine,0,0,0,261
515,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42374.0,Me Bracket T-Shirt,SCHWARZ,black,0,0,0,793
516,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42556.0,Me Qimsa Hoody,BLAU,ultramarine,0,0,0,3
517,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42556.0,Me Qimsa Hoody,GRÜN,dusty forest,0,0,0,3
518,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42557.0,Me Minaki Hooded Jacket,BLAU,dark sea,0,0,0,8
519,Bike-Sports,Bekleidung,All-Mountain(Bike),B-T-Shirt,Herren,42557.0,Me Minaki Hooded Jacket,SCHWARZ,black,0,0,0,14
520,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Weste,Herren,40314.0,Me Primasoft Vest II,BLAU,eclipse,0,0,0,0
521,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Weste,Herren,41528.0,Me Moab UL Vest II,BLAU,eclipse,0,0,264,130
522,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Weste,Herren,41528.0,Me Moab UL Vest II,BLAU,radiate blue,0,230,0,0
523,Bike-Sports,Bekleidung,All-Mountain(Bike),B-Weste,Herren,41528.0,Me Moab UL Vest II,GRAU,iron,0,474,292,244
524,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Damen,4411.0,Wo Active Gloves,PINK,crimson red,0,134,133,2
525,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Damen,4411.0,Wo Active Gloves,PINK,crimson red uni,0,0,1,0
526,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Damen,4411.0,Wo Active Gloves,SCHWARZ,black,0,491,641,1285
527,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Damen,4411.0,Wo Active Gloves,SCHWARZ,black/white,0,88,0,0
528,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Damen,4411.0,Wo Active Gloves,TÜRKIS,kingfisher,0,170,206,3
529,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Damen,4411.0,Wo Active Gloves,TÜRKIS,peacock,0,0,0,355
530,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Damen,4411.0,Wo Active Gloves,WEISS,white/red,0,68,0,0
531,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Damen,41377.0,Wo Advanced Gloves II,GRÜN,nickel green,0,198,1,0
532,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Damen,41377.0,Wo Advanced Gloves II,PINK,crimson red,0,184,290,6
533,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Damen,41377.0,Wo Advanced Gloves II,SCHWARZ,black,0,272,342,448
534,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Damen,41377.0,Wo Advanced Gloves II,TÜRKIS,kingfisher,0,0,139,0
535,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Herren,4482.0,Me Active Gloves,BLAU,radiate blue,0,294,337,0
536,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Herren,4482.0,Me Active Gloves,BLAU,signal blue,0,0,0,636
537,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Herren,4482.0,Me Active Gloves,ROT,mars red,0,0,0,346
538,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Herren,4482.0,Me Active Gloves,SCHWARZ,black,0,196,0,0
539,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Herren,4482.0,Me Active Gloves,SCHWARZ,black uni,0,941,1035,1862
540,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Herren,4482.0,Me Active Gloves,SCHWARZ,black/white,0,419,0,0
541,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Herren,4482.0,Me Active Gloves,TÜRKIS,dark petrol,0,4,0,0
542,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Herren,4482.0,Me Active Gloves,WEISS,white/red,0,245,244,0
543,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Herren,41375.0,Me Advanced Gloves II,BLAU,baltic sea,0,165,290,1
544,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Herren,41375.0,Me Advanced Gloves II,GRÜN,bright green,0,0,193,105
545,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Herren,41375.0,Me Advanced Gloves II,GRÜN,petroleum,0,245,0,0
546,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Herren,41375.0,Me Advanced Gloves II,SCHWARZ,black,0,809,985,711
547,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,3223.0,Bike Windproof Cap III,GELB,neon yellow,0,0,0,90
548,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,3223.0,Bike Windproof Cap III,ROT,indian red,0,267,190,427
549,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,3223.0,Bike Windproof Cap III,ROT,mars red,0,0,0,35
550,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,3223.0,Bike Windproof Cap III,SCHWARZ,black,0,2127,2608,1187
551,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,3223.0,Bike Windproof Cap III,SCHWARZ,black uni,0,0,0,1414
552,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,3223.0,Bike Windproof Cap III,SCHWARZ,black/chute,0,67,47,17
553,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,3223.0,Bike Windproof Cap III,SCHWARZ,black/red,0,1,0,0
554,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,3278.0,Bike Warm Cap,GRÜN,bright green,0,0,133,658
555,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,3278.0,Bike Warm Cap,SCHWARZ,black,0,855,116,1
556,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,3278.0,Bike Warm Cap,SCHWARZ,black uni,0,2827,5141,9171
557,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,3279.0,Bike Cap,GELB,neon yellow,0,0,0,16
558,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,3279.0,Bike Cap,ROT,indian red,0,219,15,0
559,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,3279.0,Bike Cap,ROT,mars red,0,0,0,28
560,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,3279.0,Bike Cap,SCHWARZ,black,2,1064,22,0
567,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,4988.0,UV Cap,SCHWARZ,black,0,2672,3500,3639
568,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,4989.0,Shoecap Metis II,SCHWARZ,black,0,815,1028,1948
569,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,40133.0,Bike Footies,SCHWARZ,black,0,1023,1257,1147
570,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,40133.0,Bike Footies,WEISS,white,0,420,486,466
571,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,40500.0,Shoecover Pallas III,SCHWARZ,black,0,2222,2564,5173
572,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,40502.0,Shoecover Wet Light III,GELB,neon yellow,0,353,151,34
573,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,40502.0,Shoecover Wet Light III,SCHWARZ,black,0,1046,1155,1042
574,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,41642.0,Strone Gloves,SCHWARZ,black,0,1,159,123
575,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,41787.0,Arm Warmer II,SCHWARZ,black,0,2038,3258,4021
576,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,41788.0,Knee Warmer II,SCHWARZ,black,0,1201,1269,2003
577,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,41789.0,Leg Warmer II,SCHWARZ,black,0,2813,3407,5290
578,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,41799.0,Drop Hood,SCHWARZ,black,0,0,231,195
579,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,42468.0,Shoecover Posta,SCHWARZ,black,0,0,0,36
580,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,42469.0,Bike Neck Warmer,GELB,neon yellow,0,0,0,9
581,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,42469.0,Bike Neck Warmer,SCHWARZ,black,0,0,0,9
582,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,42751.0,Bike Neck Warmer Plus,GELB,neon yellow,0,0,0,9
583,Bike-Sports,Bekleidung,All-Road(Bike),B-Accessories,Unisex,42751.0,Bike Neck Warmer Plus,SCHWARZ,black,0,0,0,9
584,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,4966.0,Wo Drop Pants II,PINK,cranberry,0,0,527,79
585,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,4966.0,Wo Drop Pants II,PINK,crimson red,0,745,110,1
586,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,4966.0,Wo Drop Pants II,ROT,indian red,0,115,0,0
587,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,4966.0,Wo Drop Pants II,SCHWARZ,black,0,8567,536,15
588,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,4966.0,Wo Drop Pants II,SCHWARZ,black uni,0,0,9249,8723
589,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,4966.0,Wo Drop Pants II,TÜRKIS,kingfisher,0,0,0,659
590,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,40804.0,Wo Drop Shorts,PINK,cranberry,0,0,119,1
591,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,40804.0,Wo Drop Shorts,PINK,crimson red,0,123,14,0
592,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,40804.0,Wo Drop Shorts,ROT,indian red,0,39,0,0
593,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,40804.0,Wo Drop Shorts,SCHWARZ,black,0,593,526,707
594,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,42283.0,Wo Luminum Perf. Pants II,SCHWARZ,black,0,0,0,360
595,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,42465.0,Wo Posta Warm Tights,BLAU,dark sea,0,0,0,9
596,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,42465.0,Wo Posta Warm Tights,SCHWARZ,black,0,0,0,39
597,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,42575.0,Wo Advanced 3/4 Pants IV,BLAU,eclipse,0,0,0,302
598,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,42575.0,Wo Advanced 3/4 Pants IV,SCHWARZ,black,0,0,0,2291
599,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,42576.0,Wo Advanced Pants IV,BLAU,eclipse,0,0,0,293
600,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,42576.0,Wo Advanced Pants IV,SCHWARZ,black,0,0,0,2220
601,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,42577.0,Wo Advanced Shorts IV,BLAU,eclipse,0,0,0,471
602,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Damen,42577.0,Wo Advanced Shorts IV,SCHWARZ,black,0,0,0,1448
603,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,4981.0,Me Drop Pants II,BLAU,icicle,0,0,1031,110
604,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,4981.0,Me Drop Pants II,BLAU,radiate blue,0,596,83,3
605,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,4981.0,Me Drop Pants II,BLAU,signal blue,0,0,0,563
606,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,4981.0,Me Drop Pants II,GRÜN,pistachio,0,42,0,0
607,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,4981.0,Me Drop Pants II,SCHWARZ,black,0,8451,1109,64
608,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,4981.0,Me Drop Pants II,SCHWARZ,black uni,0,0,10148,9078
609,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,41356.0,Me Drop 3/4 Pants,BLAU,radiate blue,0,182,0,0
610,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,41356.0,Me Drop 3/4 Pants,SCHWARZ,black,0,561,264,45
611,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,41357.0,Me Drop Shorts,BLAU,icicle,0,0,161,8
612,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,41357.0,Me Drop Shorts,BLAU,radiate blue,0,264,0,0
613,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,41357.0,Me Drop Shorts,BLAU,signal blue,0,0,0,303
614,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,41357.0,Me Drop Shorts,SCHWARZ,black,0,1897,1427,2021
615,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,41695.0,Me Active Warm Tights,SCHWARZ,black,0,4,306,62
616,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,41695.0,Me Active Warm Tights,SCHWARZ,black uni,0,0,0,76
617,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,41696.0,Me Active Warm Tights w/o SC,SCHWARZ,black,0,0,72,6
618,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,41696.0,Me Active Warm Tights w/o SC,SCHWARZ,black uni,0,0,0,22
619,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,42281.0,Me Luminum Perf. Pants II,SCHWARZ,black,0,0,5,683
620,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,42484.0,Me Kuro Warm Bib Tights,SCHWARZ,black,0,0,0,2
621,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,42488.0,Me Posta Warm Bib Tights,SCHWARZ,black,0,0,0,1
622,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,42573.0,Me Advanced Bib Pants IV,SCHWARZ,black,0,0,0,1995
623,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,42574.0,Me Advanced Pants IV,BLAU,baltic sea,0,0,0,25
624,Bike-Sports,Bekleidung,All-Road(Bike),B-Hose,Herren,42574.0,Me Advanced Pants IV,SCHWARZ,black,0,0,0,1850
625,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Damen,41364.0,Wo Advanced Tricot IV,BLAU,baltic sea,0,0,345,0
626,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Damen,41364.0,Wo Advanced Tricot IV,BLAU,crystal blue,0,284,0,0
627,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Damen,41364.0,Wo Advanced Tricot IV,BLAU,eclipse,0,0,744,2
628,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Damen,41364.0,Wo Advanced Tricot IV,ORANGE,tangerine,0,0,0,567
629,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Damen,41364.0,Wo Advanced Tricot IV,PINK,bright pink,0,251,0,0
630,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Damen,41364.0,Wo Advanced Tricot IV,SCHWARZ,black,0,0,0,1
631,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Damen,41364.0,Wo Advanced Tricot IV,SCHWARZ,black/pink,0,0,0,1670
632,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Damen,41364.0,Wo Advanced Tricot IV,TÜRKIS,glacier,0,334,121,0
633,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Damen,41364.0,Wo Advanced Tricot IV,TÜRKIS,opal mint,0,0,394,0
634,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Damen,41364.0,Wo Advanced Tricot IV,TÜRKIS,opal/blue gray,0,0,0,471
635,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Damen,41364.0,Wo Advanced Tricot IV,WEISS,white,0,1030,877,915
636,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Damen,41962.0,Wo Advanced Top,BLAU,baltic sea,0,0,284,2
637,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Damen,41962.0,Wo Advanced Top,BLAU,icicle,0,0,358,1
638,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Damen,41962.0,Wo Advanced Top,GRAU,blue gray,0,0,0,720
639,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Damen,41962.0,Wo Advanced Top,PINK,cranberry,0,0,623,4
640,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Damen,41962.0,Wo Advanced Top,SCHWARZ,black/pink,0,0,0,725
641,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Damen,41962.0,Wo Advanced Top,TÜRKIS,kingfisher,0,0,0,333
642,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Herren,42485.0,Me Kuro Light Jacket,ROT,mars red,0,0,0,7
643,Bike-Sports,Bekleidung,All-Road(Bike),B-Trikot,Herren,42485.0,Me Kuro Light Jacket,SCHWARZ,black,0,0,0,9
